,dance,mode,energy,key,loudness,speech,acous,instrum,live,valence,tempo,duration_(ms),id_check,popularity,name,artist,album,id
2607,0.85,1,0.0389,3,-19.306,0.117,0.994,0.919,0.0893,0.711,109.342,179347,3llXnpe3snPcS6FaobrfUp,5,It All Depends On You,Various Artists,Sweet Georgia Brown (American Bands of the Twenties),3llXnpe3snPcS6FaobrfUp
2608,0.585,0,0.131,9,-15.044,0.168,0.994,0.0,0.324,0.662,160.825,127347,33LuG9eEfEdbV0VZ3PYNeV,0,"Shine On, Harvest Moon (Edison Cylinder, 1910)",Various Artists,"Radio & Recording Rarities, Volume 20",33LuG9eEfEdbV0VZ3PYNeV
2609,0.673,1,0.262,5,-11.286,0.261,0.996,0.000561,0.181,0.685,77.903,173087,60cN6GND7dR9fQBhEyVUwX,0,He Went Like a Lion (Recorded 1920),Billy Murray,Comic Jazz Songs (Encore 6) [Recorded 1919-1922],60cN6GND7dR9fQBhEyVUwX
2610,0.679,1,0.17,5,-11.656,0.158,0.995,0.313,0.157,0.603,84.562,165042,2zXNBeKeySisNM8Z2Q3mkl,1,If It Wasn't for You (with Ada Jones) [Recorded 1917],Billy Murray,Comic Ragtime & World War 1 Songs (Encore 5) [Recorded 1916-1919],2zXNBeKeySisNM8Z2Q3mkl
2611,0.605,1,0.225,10,-11.161,0.0822,0.996,0.609,0.136,0.335,116.168,152477,4HrNUL4dq2zFO8MxMIWMV9,0,There's a Little Bit of Bad in Every Good Little Girl (Recorded 1916),Billy Murray,Comic Ragtime & World War 1 Songs (Encore 5) [Recorded 1916-1919],4HrNUL4dq2zFO8MxMIWMV9
2612,0.765,1,0.295,8,-14.281,0.0872,0.992,0.000699,0.157,0.962,137.467,166322,3sm3g515elC6QZXyi0lVtz,7,The Grand Old Rag,Billy Murray,The Grand Old Rag,3sm3g515elC6QZXyi0lVtz
2613,0.489,1,0.202,0,-9.66,0.0337,0.993,0.00021,0.216,0.737,93.657,175733,0nScMFNZsgw9X1ttaDpDi4,21,After You've Gone,Bessie Smith,The Essential Bessie Smith,0nScMFNZsgw9X1ttaDpDi4
2614,0.496,1,0.241,5,-11.985,0.0819,0.976,0.897,0.122,0.304,107.138,214373,6ILOGicvpJGUKGQFZ6z8qE,23,Solace - The Sting/Soundtrack Version (Piano Version),Marvin Hamlisch,The Sting,6ILOGicvpJGUKGQFZ6z8qE
2615,0.677,0,0.265,4,-13.087,0.0633,0.97,0.00212,0.145,0.835,103.537,172880,0dYn6NGJE0NH93puR4rvmY,33,Let's Misbehave,Irving Aaronson and His Commanders,Let's Misbehave: 1926-1928,0dYn6NGJE0NH93puR4rvmY
2616,0.82,1,0.291,7,-9.49,0.0707,0.996,1.5e-06,0.27,0.764,122.425,169960,3i1oDQ9LHikrXGy99QQTig,4,Pack Up Your Troubles in Your Old Kit-Bag,Various Artists,Keep the Home Fires Burning,3i1oDQ9LHikrXGy99QQTig
2617,0.536,0,0.0557,7,-21.654,0.074,0.994,0.911,0.121,0.498,119.568,183733,3loOvLXxgnCVM5HTXOSMza,0,World Weary - 1999 Remaster,Noel Coward,The Revues,3loOvLXxgnCVM5HTXOSMza
2618,0.772,1,0.79,5,-6.347,0.0665,0.791,0.869,0.0593,0.928,139.003,166867,5xgbcJGVjEpkljm698SEf0,8,Mental Strain At Dawn,Various Artists,Bioshock 2: The Official Soundtrack - Music From And Inspired By The Game (Special Edition),5xgbcJGVjEpkljm698SEf0
2619,0.603,1,0.0443,4,-12.054,0.0665,0.996,0.00368,0.177,0.233,66.082,176800,5nrpIB2dVUvhRUs5R9YJ3W,37,Nobody Knows You When You're Down and Out,Bessie Smith,"The Complete Recordings, Vol. 4",5nrpIB2dVUvhRUs5R9YJ3W
2620,0.809,1,0.518,10,-8.72,0.0581,0.959,0.792,0.0863,0.98,115.443,150000,40f8RcCrlFG1IcEJceXZqj,12,Charleston Charley,Various Artists,"The Naughty 1920s: Red Hot & Risque Songs of The Jazz Age, Vol. 1",40f8RcCrlFG1IcEJceXZqj
2621,0.546,1,0.178,5,-11.737,0.0661,0.988,1.1e-06,0.123,0.595,163.384,185400,6FWCqW2S51HZ43yoiIkKWT,26,I Want to Be Bad,Various Artists,"The Naughty 1920s: Red Hot & Risque Songs of The Jazz Age, Vol. 1",6FWCqW2S51HZ43yoiIkKWT
2622,0.441,1,0.128,7,-17.459,0.0389,0.988,0.0,0.121,0.517,95.292,184200,4Fae0t0Mn3zozEpk9bl4Hf,3,You're the Cream in My Coffee,Annette Hanshaw,"The Personality Girl, Vol. 4: 1928",4Fae0t0Mn3zozEpk9bl4Hf
2623,0.733,1,0.326,5,-12.066,0.066,0.963,0.66,0.111,0.836,102.226,213969,429BCmzVk2KhSxsQ6HvYmf,23,Let's Do It (Let's Fall in Love),Various Artists,Hot Dance of the Roaring 20's,429BCmzVk2KhSxsQ6HvYmf
2624,0.458,1,0.208,9,-10.409,0.0401,0.994,8.98e-05,0.298,0.396,66.752,183840,4warmLaRJyykrtvwArRxVo,0,Keep the Home Fires Burning,Various Artists,The Great War: 50 Original Historical Recordings from the First World War Years 1914 - 1918,4warmLaRJyykrtvwArRxVo
2625,0.857,1,0.193,2,-14.633,0.103,0.984,0.0,0.266,0.546,119.917,171507,3U54L1Lr8uF8SKbm7yijgO,26,If You Knew Susie (Like I Know Susie),Eddie Cantor,The Columbia Years: 1922-1940,3U54L1Lr8uF8SKbm7yijgO
2626,0.754,1,0.329,10,-14.97,0.27,0.996,0.921,0.1,0.923,125.25,182653,123d4qi0Hnk8PGbjFq2Tse,31,Charleston,Various Artists,"The Roaring 20s Year-By-Year: 1920 to 1929, The Number One Hits of the Decade",123d4qi0Hnk8PGbjFq2Tse
2627,0.7,1,0.191,8,-17.127,0.385,0.974,0.0,0.448,0.6,81.74,162240,3QCcgx4lsWDkHANQMM9dzv,15,The Man On the Flying Trapeze,Eddie Cantor,The Columbia Years: 1922-1940,3QCcgx4lsWDkHANQMM9dzv
2628,0.366,1,0.615,8,-4.159,0.0752,0.985,0.48,0.233,0.952,163.119,146321,2sLFNlgxpxKMDiiaJqATfj,7,Judy Ann North (feat. Art Rosen),Various Artists,Post WW1 Gramophone Era,2sLFNlgxpxKMDiiaJqATfj
2629,0.261,1,0.434,1,-8.268,0.0415,0.996,0.144,0.225,0.362,136.482,252653,5lTMW7oSFepeHXwxmFoH2j,0,If You Were the Only Girl in the World,Various Artists,The Great War: 50 Original Historical Recordings from the First World War Years 1914 - 1918,5lTMW7oSFepeHXwxmFoH2j
2630,0.71,1,0.346,5,-9.76,0.17,0.996,0.142,0.219,0.846,119.915,174760,5rMn81csYKeJQiIN4AURVP,0,Oh! It's a Lovely War,Various Artists,The Great War: 50 Original Historical Recordings from the First World War Years 1914 - 1918,5rMn81csYKeJQiIN4AURVP
2631,0.465,1,0.185,9,-9.306,0.0619,0.996,0.00935,0.193,0.505,94.359,194720,5AQjCzpPJ8GowrgHzIeGiJ,0,I Wonder Who's Kissing Her Now,Various Artists,The Great War: 50 Original Historical Recordings from the First World War Years 1914 - 1918,5AQjCzpPJ8GowrgHzIeGiJ
2632,0.466,1,0.15,5,-24.581,0.062,0.992,0.872,0.0889,0.797,159.519,233600,6DWIm1TfM9WiCNQeLbbAsd,50,The Entertainer,Morten Gunnar Larsen,Fingerbreaker: Classics Of Ragtime And Early Jazz Piano,6DWIm1TfM9WiCNQeLbbAsd
2633,0.531,1,0.47,8,-18.859,0.0547,0.989,0.914,0.112,0.636,94.142,185979,4vd4pEXE4aRhWxBb4AEtOV,22,Maple Leaf Rag,Donald Beavers,50 Ragtime Classics: The Best of Scott Joplin,4vd4pEXE4aRhWxBb4AEtOV
2634,0.802,1,0.347,7,-7.267,0.121,0.994,1.65e-05,0.14,0.665,107.889,170867,4cgu9j34sBHWbOohJ9TNvr,0,Oh How I Hate to Get up in the Morning,Various Artists,The Great War: 50 Original Historical Recordings from the First World War Years 1914 - 1918,4cgu9j34sBHWbOohJ9TNvr
2635,0.407,0,0.516,7,-11.653,0.123,0.996,0.913,0.667,0.766,106.844,175747,5BYEhjJMZLxe2BFEMT7NG4,0,Mademoiselle from Armentieres,Various Artists,The Great War: 50 Original Historical Recordings from the First World War Years 1914 - 1918,5BYEhjJMZLxe2BFEMT7NG4
2636,0.705,1,0.806,9,-3.607,0.0309,0.0132,0.00428,0.0701,0.734,103.383,256947,4zQuwW24dweWcaX0fEJkP2,64,You Know I'm No Good,Amy Winehouse,Back To Black,4zQuwW24dweWcaX0fEJkP2
2637,0.59,1,0.803,4,-2.518,0.085,0.537,0.0,0.105,0.477,87.851,151573,5RqIM2vv5nw2PGJBqPD8Rg,59,Me & Mr Jones,Amy Winehouse,Back To Black,5RqIM2vv5nw2PGJBqPD8Rg
2638,0.754,1,0.806,9,-4.767,0.0388,0.0346,0.0274,0.204,0.532,95.506,191840,2i1S5Dq9SaFGcnw8mnb4ks,52,Just Friends,Amy Winehouse,Back To Black,2i1S5Dq9SaFGcnw8mnb4ks
2639,0.48,1,0.561,0,-5.874,0.027,0.317,0.00641,0.184,0.541,164.791,154160,570ZDO2Lmh6NQChOU5xPUL,57,Love Is A Losing Game,Amy Winehouse,Back To Black,570ZDO2Lmh6NQChOU5xPUL
2640,0.643,0,0.871,1,-2.734,0.118,0.491,0.0,0.29,0.452,121.569,185187,6yLX8QnxlnEqZfs3YKCfjF,63,Tears Dry On Their Own,Amy Winehouse,Back To Black,6yLX8QnxlnEqZfs3YKCfjF
2641,0.384,0,0.527,11,-5.294,0.0269,0.542,0.0,0.156,0.222,100.73,221200,37A5PvtftHtsISQUDFNGUk,53,Wake Up Alone,Amy Winehouse,Back To Black,37A5PvtftHtsISQUDFNGUk
2642,0.475,0,0.745,9,-4.928,0.189,0.0746,7e-05,0.122,0.435,176.143,141267,0RatRR1mlxEVR6WATH4jV3,51,Some Unholy War,Amy Winehouse,Back To Black,0RatRR1mlxEVR6WATH4jV3
2643,0.651,0,0.835,6,-4.311,0.0649,0.0262,0.00685,0.056,0.692,98.411,164880,0sSdFMuYrn3N9moumV466B,52,He Can Only Hold Her,Amy Winehouse,Back To Black,0sSdFMuYrn3N9moumV466B
2644,0.786,1,0.846,8,-3.752,0.0391,0.00144,0.0172,0.101,0.695,107.976,165120,7or26qS3BfpTtWO3BFw5GE,49,Addicted,Amy Winehouse,Back To Black,7or26qS3BfpTtWO3BFw5GE
2645,0.778,0,0.824,10,-5.892,0.0707,0.284,0.0,0.405,0.758,100.024,218093,3ZFTkvIE7kyPt6Nu3PEa7V,82,Hips Don't Lie (feat. Wyclef Jean),Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",3ZFTkvIE7kyPt6Nu3PEa7V
2646,0.712,0,0.772,10,-3.024,0.346,0.0521,4.35e-06,0.0368,0.848,84.722,249480,3G0yz3DZn3lfraledmBCT0,75,P.I.M.P.,50 Cent,Get Rich Or Die Tryin',3G0yz3DZn3lfraledmBCT0
2647,0.884,1,0.559,0,-7.442,0.12,0.0236,0.0,0.101,0.342,97.994,232959,5IaHrVsrferBYDm0bDyABy,76,Taste (feat. Offset),Tyga,Taste (feat. Offset),5IaHrVsrferBYDm0bDyABy
2648,0.52,0,0.594,11,-8.81,0.462,0.44,0.0,0.185,0.393,129.216,230240,0McI9sOmkpfd4E72njtU0G,0,Borrowed Love (feat. Swae Lee & WizKid),Metro Boomin,NOT ALL HEROES WEAR CAPES,0McI9sOmkpfd4E72njtU0G
2649,0.396,1,0.554,0,-5.048,0.0488,0.222,0.0,0.612,0.17,117.384,272501,2Zy7XVdxyZQB8xp5xbpJdl,67,way back,Travis Scott,Birds In The Trap Sing McKnight,2Zy7XVdxyZQB8xp5xbpJdl
2650,0.912,1,0.412,7,-8.074,0.123,0.0165,0.0126,0.104,0.423,154.983,238614,0TlLq3lA83rQOYtrqBqSct,78,Nonstop,Drake,Scorpion,0TlLq3lA83rQOYtrqBqSct
2651,0.774,1,0.431,1,-8.407,0.346,0.000146,1.99e-05,0.112,0.353,201.843,181400,49ySwzAyvxcNXOkOP6ZB1L,0,The Motto,Drake,The Motto (Explicit Version),49ySwzAyvxcNXOkOP6ZB1L
2652,0.804,1,0.763,2,-5.48,0.0519,0.0678,0.0,0.368,0.0585,136.052,156886,6BJbOXDlgVAXSaq6wYFYT2,66,NC-17,Travis Scott,ASTROWORLD,6BJbOXDlgVAXSaq6wYFYT2
2653,0.817,1,0.816,2,-5.402,0.269,0.00263,0.0,0.159,0.508,181.982,190288,2UVbBKQOdFAekPTRsnkzcf,71,Stir Fry,Migos,Culture II,2UVbBKQOdFAekPTRsnkzcf
2654,0.611,0,0.417,9,-10.674,0.551,0.475,3.18e-05,0.0703,0.823,75.268,216500,5N8B91bAr8OKSSTKFoqjre,41,Good Vibes,JAY1,Good Vibes,5N8B91bAr8OKSSTKFoqjre
2655,0.829,1,0.471,8,-13.507,0.162,0.386,0.00127,0.0782,0.666,106.01,217416,1YqkCyZqKHbpyAbYiGK4i7,47,Sweet One,JAY1,Sweet One,1YqkCyZqKHbpyAbYiGK4i7
2656,0.903,0,0.675,11,-3.445,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,3V8UKqhEK5zBkBb6d6ub8i,77,Te Boté - Remix,Nio Garcia,Te Boté (Remix),3V8UKqhEK5zBkBb6d6ub8i
2657,0.529,1,0.807,7,-4.908,0.0399,0.0239,3.9e-05,0.1,0.267,174.024,290156,5FmD6Svf1V4A0ECU9wgsoq,51,Poveglia,Degs,Poveglia,5FmD6Svf1V4A0ECU9wgsoq
2658,0.886,0,0.564,7,-8.303,0.0994,0.468,0.000128,0.0945,0.726,139.975,154000,4COAwTHS39iPVMQE3lZFfl,37,Ringtone,Dr Vades,Ringtone,4COAwTHS39iPVMQE3lZFfl
2659,0.95,0,0.743,10,-5.861,0.238,0.0646,1.19e-05,0.103,0.62,136.98,257546,76Y0gxtTxN0FyDCYh5qYQj,62,Get Right Witcha,Migos,Culture,76Y0gxtTxN0FyDCYh5qYQj
2660,0.793,1,0.315,1,-7.457,0.0825,0.143,0.0142,0.113,0.541,118.824,171371,3mogmakkKiKWOB0tVj1X9i,51,Foreplay,Jalen Santoy,Charlie Eastern,3mogmakkKiKWOB0tVj1X9i
2661,0.887,1,0.765,2,-5.207,0.0669,0.00915,0.000872,0.0907,0.456,102.958,177186,7cz506PyIgh2bMN90Mc8Tn,66,Boasty (feat. Idris Elba),Wiley,Boasty (feat. Idris Elba),7cz506PyIgh2bMN90Mc8Tn
2662,0.818,0,0.692,5,-3.887,0.277,0.236,0.0,0.0784,0.919,106.396,165189,1AvLAAXMtq7IGi48x9TrD7,51,Bally,Swarmz,Bally,1AvLAAXMtq7IGi48x9TrD7
2663,0.578,1,0.866,1,-3.804,0.0619,0.00701,0.0,0.257,0.619,128.038,199080,0kzw2tRyuL9rzipi5ntlIy,65,Shut Up and Dance,WALK THE MOON,TALKING IS HARD (Expanded Edition),0kzw2tRyuL9rzipi5ntlIy
2664,0.762,0,0.863,0,-3.689,0.0565,0.015,0.0,0.125,0.965,106.008,185587,4jOtC832PyIXlCVPRElfQu,0,Troublemaker (feat. Flo Rida),Olly Murs,Right Place Right Time,4jOtC832PyIXlCVPRElfQu
2665,0.726,1,0.787,4,-2.494,0.0737,0.009,0.0,0.0596,0.888,124.99,199987,4cluDES4hQEUhmXj6TXkSo,82,What Makes You Beautiful,One Direction,Up All Night,4cluDES4hQEUhmXj6TXkSo
2666,0.707,1,0.924,7,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937,206413,1gihuPhrLraKYrJMAEONyc,79,Feel So Close - Radio Edit,Calvin Harris,18 Months,1gihuPhrLraKYrJMAEONyc
2667,0.628,0,0.698,6,-5.608,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,3S4px9f4lceWdKf0gWciFu,71,Cheap Thrills,Sia,This Is Acting (Deluxe Version),3S4px9f4lceWdKf0gWciFu
2668,0.613,0,0.622,1,-5.794,0.0334,0.00882,0.0,0.37,0.484,80.003,231240,2y4lAQpi5VTNLu2ldeTdUH,78,We Can't Stop,Miley Cyrus,Bangerz (Deluxe Version),2y4lAQpi5VTNLu2ldeTdUH
2669,0.566,0,0.664,4,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945,241688,3dYD57lRAUcMHufyqn9GcI,83,Take Me To Church,Hozier,Hozier,3dYD57lRAUcMHufyqn9GcI
2670,0.609,1,0.378,4,-9.828,0.438,0.835,0.0,0.28,0.515,100.418,233720,50kpGaPAhYJ3sGmk6vplg0,83,Love Yourself,Justin Bieber,Purpose (Deluxe),50kpGaPAhYJ3sGmk6vplg0
2671,0.421,1,0.873,10,-4.343,0.0564,0.0654,0.0,0.123,0.629,84.786,202533,7wMq5n8mYSKlQIGECKUgTX,79,Hall of Fame (feat. will.i.am),The Script,#3 Deluxe Version,7wMq5n8mYSKlQIGECKUgTX
2672,0.422,0,0.712,11,-5.907,0.1,0.273,0.0,0.051,0.471,78.454,261160,2CvOqDpQIMw69cCzWqr5yr,74,Halo,Beyoncé,I AM...SASHA FIERCE - Platinum Edition,2CvOqDpQIMw69cCzWqr5yr
2673,0.574,0,0.512,5,-6.664,0.0503,0.234,0.0,0.0946,0.512,76.899,484147,4rHZZAmHpZrA3iH5zx8frV,79,Mirrors,Justin Timberlake,The 20/20 Experience (Deluxe Version),4rHZZAmHpZrA3iH5zx8frV
2674,0.327,1,0.267,8,-7.109,0.0326,0.914,0.0,0.136,0.332,85.328,270413,4oyTkYNopVIPm7Ebah6H2F,46,All of Me,Various Artists,Valentine's Day - R&B Love,4oyTkYNopVIPm7Ebah6H2F
2675,0.564,0,0.71,11,-4.92,0.0461,0.00125,0.0,0.109,0.393,91.972,225147,6O20JhBJPePEkBdrB5sqRx,76,Diamonds,Rihanna,Unapologetic (Deluxe),6O20JhBJPePEkBdrB5sqRx
2676,0.778,1,0.547,2,-7.273,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,1mKXFLRA179hdOWQBwUk9e,81,Just Give Me a Reason (feat. Nate Ruess),P!nk,The Truth About Love,1mKXFLRA179hdOWQBwUk9e
2677,0.734,1,0.821,8,-4.893,0.0406,0.00709,0.00281,0.127,0.648,119.993,204150,0Ji2g9AlYLVHAMG5PJoHPU,0,We R Who We R,Kesha,Cannibal,0Ji2g9AlYLVHAMG5PJoHPU
2678,0.714,1,0.451,5,-8.268,0.0276,0.0883,0.0,0.108,0.406,127.787,200720,7GJClzimvMSghjcrKxuf1M,5,Budapest,George Ezra,Wanted on Voyage,7GJClzimvMSghjcrKxuf1M
2679,0.472,0,0.884,1,-7.667,0.0411,0.131,0.584,0.0897,0.777,114.002,197880,5lCQmJD3tz2UjCNCsjJM22,26,Ali's Here,Ali Farka Touré,Niafunké,5lCQmJD3tz2UjCNCsjJM22
2680,0.618,1,0.286,9,-16.142,0.0327,0.779,0.723,0.195,0.694,101.229,339627,1CHKHF1roftcIHOp2jPzc1,25,Mali Dje,Ali Farka Touré,Niafunké,1CHKHF1roftcIHOp2jPzc1
2681,0.576,1,0.263,3,-17.668,0.142,0.891,0.0504,0.313,0.355,112.095,171253,6IRsrmmQZ2VyTqIJaFrC1S,14,Saukare,Ali Farka Touré,Niafunké,6IRsrmmQZ2VyTqIJaFrC1S
2682,0.456,1,0.551,5,-11.668,0.0327,0.935,0.753,0.158,0.844,128.783,219480,3eeuqMWGPDgKVdH0WzEGzO,22,Hilly Yoro,Ali Farka Touré,Niafunké,3eeuqMWGPDgKVdH0WzEGzO
2683,0.484,0,0.562,11,-9.349,0.04,0.219,0.703,0.106,0.516,116.186,322920,3dDuNtU56FIC8crdNgqDrJ,23,Tulumba,Ali Farka Touré,Niafunké,3dDuNtU56FIC8crdNgqDrJ
2684,0.548,1,0.0618,2,-18.202,0.0808,0.825,0.534,0.092,0.33,72.007,253227,2qFdQZetqV2uyQGcZRxVe3,17,Instrumental,Ali Farka Touré,Niafunké,2qFdQZetqV2uyQGcZRxVe3
2685,0.41,0,0.317,5,-14.817,0.0456,0.924,0.934,0.0975,0.239,184.038,349640,21blxUn7Ttcrj5iPpNz1DH,34,ASCO,Ali Farka Touré,Niafunké,21blxUn7Ttcrj5iPpNz1DH
2686,0.381,0,0.49,9,-14.86,0.108,0.894,0.902,0.129,0.647,186.801,203800,4fnNW7w1PZozNmcjkaZx5p,13,Jangali Famata,Ali Farka Touré,Niafunké,4fnNW7w1PZozNmcjkaZx5p
2687,0.545,1,0.626,9,-11.22,0.0606,0.321,0.864,0.266,0.496,94.26,359387,0Mckx6Tov4YXJtl0cOr3kB,14,Howkouna,Ali Farka Touré,Niafunké,0Mckx6Tov4YXJtl0cOr3kB
2688,0.618,1,0.258,1,-21.04,0.0406,0.888,0.664,0.096,0.596,108.86,259827,2OZPtOzY6dSRz5XC8VIKLP,13,Cousins,Ali Farka Touré,Niafunké,2OZPtOzY6dSRz5XC8VIKLP
2689,0.657,1,0.885,2,-4.695,0.0344,0.0168,0.0,0.147,0.869,105.011,237987,3xqF04FdMK7gpIPG3SPFpY,0,It's Time,Imagine Dragons,Night Visions (Deluxe),3xqF04FdMK7gpIPG3SPFpY
2690,0.594,1,0.923,7,-6.213,0.0522,0.0493,0.0,0.348,0.486,88.603,200267,72MoMtcC0fmMPbyOh8L5nZ,38,Cherry Pie,Warrant,Cherry Pie,72MoMtcC0fmMPbyOh8L5nZ
2691,0.486,1,0.948,5,-4.239,0.0604,0.000254,0.000688,0.076,0.171,120.82,192027,6d9SHDUdm2BZOzXG97GyPZ,47,Buck Rogers,Feeder,The Singles,6d9SHDUdm2BZOzXG97GyPZ
2692,0.49,0,0.956,1,-4.556,0.0407,0.00466,6.15e-06,0.242,0.577,160.028,217707,5dvBeCMTzUNjyWIcuykzyh,59,Everyday I Love You Less And Less,Kaiser Chiefs,Employment,5dvBeCMTzUNjyWIcuykzyh
2693,0.36,1,0.562,7,-11.96,0.0331,0.154,0.0,0.0774,0.704,102.962,292013,47AOUMrW3iY0l2xBkghtZZ,0,It Is 'He' (Jai Sri Krishna),George Harrison,Dark Horse (Remastered),47AOUMrW3iY0l2xBkghtZZ
2694,0.616,0,0.476,1,-10.25,0.0346,0.481,3.34e-05,0.378,0.645,142.002,213067,7aB8fP5KAblitpKafhND9z,33,My Sweet Lord - Demo,George Harrison,Early Takes Volume 1,7aB8fP5KAblitpKafhND9z
2695,0.775,1,0.622,2,-7.773,0.21,0.466,0.0,0.355,0.729,89.625,160413,3HSq8JY65cGcRmtS7ZF3W2,30,Awaiting On You All - Early Take,George Harrison,Early Takes Volume 1,3HSq8JY65cGcRmtS7ZF3W2
2696,0.762,1,0.312,8,-13.124,0.0652,0.949,0.000827,0.0532,0.853,129.29,201000,5kjyU2CycWsUdCHrmIijHt,2,Stein Song,Various Artists,Hits of 1930,5kjyU2CycWsUdCHrmIijHt
2697,0.58,1,0.385,3,-13.007,0.0707,0.541,0.0,0.148,0.964,181.31,121893,23KDwAxCuzPfhH2AtjP6oy,0,The Peanut Vendor,Dean Martin,The Capitol Years,23KDwAxCuzPfhH2AtjP6oy
2698,0.237,1,0.304,3,-12.11,0.0414,0.941,0.0121,0.346,0.351,83.315,208933,74VzYflh6cs2hsf9SpTWOC,1,Dancing With Tears In My Eyes,Various Artists,Hits of 1930,74VzYflh6cs2hsf9SpTWOC
2699,0.448,0,0.197,2,-13.059,0.0488,0.959,0.000989,0.178,0.424,119.967,191293,6NWm3LfryqlKEpd7MqVG73,1,Body And Soul,Various Artists,Hits of 1930,6NWm3LfryqlKEpd7MqVG73
2700,0.581,1,0.146,7,-11.475,0.0439,0.908,0.000931,0.514,0.712,139.551,183040,7CofQIMkuPHLXbfXR6ldcP,2,Little White Lies,Various Artists,Hits of 1930,7CofQIMkuPHLXbfXR6ldcP
2701,0.58,1,0.116,5,-14.408,0.0382,0.894,0.403,0.144,0.516,123.445,199493,1nDo8mVZKks3KpplEIEBfS,1,You&apos;re Driving Me Crazy,Various Artists,Hits of 1930,1nDo8mVZKks3KpplEIEBfS
2702,0.491,1,0.144,0,-13.462,0.0293,0.926,1.37e-05,0.411,0.465,107.186,171733,72W7PEe1h9sn3Y2zfy8eEF,13,When It's Springtime In The Rockies,Gene Autry,The Essential Gene Autry,72W7PEe1h9sn3Y2zfy8eEF
2703,0.48,1,0.314,2,-12.151,0.0621,0.568,0.396,0.349,0.299,123.822,206333,7o4wSoFd5HiLWwGy8mhZLu,8,Stardust,Various Artists,Hits of 1930,7o4wSoFd5HiLWwGy8mhZLu
2704,0.79,0,0.332,5,-11.718,0.149,0.924,0.00795,0.707,0.846,105.166,145867,3ER6k371RM4ZZwUEHqyP2r,8,Puttin&apos; On the Ritz,Various Artists,Hits of 1930,3ER6k371RM4ZZwUEHqyP2r
2705,0.78,1,0.526,6,-10.503,0.0455,0.961,0.00575,0.308,0.961,137.256,159907,49IfAKKKztuF2X32pRgqVW,6,The Man from the South (With a Big Cigar in His Mouth),Ted Weems,Talk of the Town (1928 - 1930),49IfAKKKztuF2X32pRgqVW
2706,0.261,1,0.0559,10,-23.11,0.0371,0.923,0.101,0.123,0.0912,83.741,190000,455eJSxXbR1NVNucLVXayS,20,Goodnight Sweetheart,Dean Martin,Sleep Warm,455eJSxXbR1NVNucLVXayS
2707,0.607,1,0.246,1,-17.284,0.0408,0.641,0.00996,0.092,0.308,86.092,472400,3KhGjda69Hs36AifVFbtiW,26,Sweet and Lovely,Thelonious Monk,Monk's Dream,3KhGjda69Hs36AifVFbtiW
2708,0.515,1,0.41,3,-13.553,0.0351,0.992,0.882,0.27,0.761,62.014,138307,2toW1tAUAEfjdu5q29u8m9,32,Tiger Rag,Art Tatum,Piano Starts Here,2toW1tAUAEfjdu5q29u8m9
2709,0.549,0,0.169,9,-13.433,0.0779,0.918,0.0,0.159,0.36,79.318,187693,5MjAGtm2ihbBK9G30ZN3Ju,0,Dream A Little Dream Of Me,Ella Fitzgerald,Ella & Friends,5MjAGtm2ihbBK9G30ZN3Ju
2710,0.489,1,0.298,1,-9.34,0.056,0.99,0.016,0.368,0.894,184.793,145800,7MfPVZv7z6NNqku1kB9z7P,3,By The River St. Marie,Johnny Mercer,The Capitol Vaults Collection,7MfPVZv7z6NNqku1kB9z7P
2711,0.32,1,0.0615,0,-20.167,0.0519,0.893,0.000114,0.8,0.33,83.249,207133,3SL0n6DicVeWIHT2uAabZ7,12,Just One More Chance,Bing Crosby,Bing Crosby Rediscovered: The Soundtrack (American Masters),3SL0n6DicVeWIHT2uAabZ7
2712,0.484,0,0.218,0,-10.904,0.0422,0.994,2.84e-05,0.0985,0.195,103.249,197240,0HP54yrqAd2wLpH1IecZGn,6,At Your Command - Single Version,Bing Crosby,Gold,0HP54yrqAd2wLpH1IecZGn
2713,0.336,0,0.256,4,-10.217,0.0368,0.792,1.54e-06,0.216,0.263,83.024,186013,0x6sKpnFZk8t7Gczphrkfu,13,Out Of Nowhere - 1931 Single Version,Bing Crosby,Gold,0x6sKpnFZk8t7Gczphrkfu
2714,0.373,1,0.289,2,-13.141,0.0298,0.837,2.24e-05,0.725,0.266,98.007,170227,3aNrUuWbrG3KPTyaX2L3BK,19,I Found A Million Dollar Baby (In A Five And Ten Cent Store),Nat King Cole,The Very Thought Of You,3aNrUuWbrG3KPTyaX2L3BK
2715,0.279,1,0.124,0,-17.487,0.0395,0.994,0.0247,0.132,0.185,125.664,180867,0q2atINh7P5Fkq1Sg82bbv,0,When The Moon Comes Over The Mountain - 78 rpm Version,Various Artists,Pop Music: The Early Years 1890-1950,0q2atINh7P5Fkq1Sg82bbv
2716,0.525,1,0.403,8,-11.987,0.0945,0.597,0.0,0.0565,0.718,125.187,283200,6lYeYgSkWh6TZDQy6YZuvG,54,Just A Gigolo - Remastered,Sam Butera & The Witnesses,Capitol Collectors Series,6lYeYgSkWh6TZDQy6YZuvG
